dataset_name,subsample_frac,seed,save_dir,model_name,binary_mapper_name,binary_mapper_bit,binary_mapper_depth,binary_mapper_frac,max_depth,max_features,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,size_interactions,n_epochs,gpu,use_cache,cat_mappings,task_type,save_dir_unique,teacher_avg_kfold_val_r2,teacher_kfold_val_r2,teacher_r2_score_train_true,teacher_r2_score_val_true
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,resnet,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,200,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/8f7a84c230ce5bbf0354bcd24d88b4c02d629f1bc98c99b3be4dc97c573fc119,0.9228006969715832,"[0.9182297953030483, 0.92293105394761, 0.9272412416640916]",0.9250869731224839,0.9266677154470327
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,resnet,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,200,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/9f03bc59714dcecb9ac1ee89a20d8abc495ac8477e5e23782182c2adf5c7da53,0.3509470820426941,"[0.23394858837127686, 0.4318391680717468, 0.3870534896850586]",0.4579582214355469,0.40830475091934204
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,200,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/a6849d5ff38b152215593026910ab580552e9d23e16f41e525728ad10ec6a664,0.8254309363210819,"[0.8390941316929954, 0.8113365032258667, 0.8258621740443836]",0.8613444515271067,0.8402299581597008
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/a6e74e170d391063a86b274a853f5161646ae20245ab43c431f823f7164909fc,0.6952359783431875,"[0.7148957808168158, 0.678750600004046, 0.6920615542087004]",0.7473880588633696,0.7124277833333514
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,resnet,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/a742e25b7b3fa1b7e875ed5bf132b30f73d010b3fb83693871c20fbf39b7abed,0.9303113023440043,"[0.9328893423080444, 0.9286935329437256, 0.9293510317802429]",0.9559013247489929,0.9524151682853699
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/a9809b74ee4c23abb56e375de1215b246b113fdb4bdf4e0501512d2768b4d62e,0.6649216987432827,"[0.6562018668913903, 0.6743015625552274, 0.6642616667832304]",0.7981231239561206,0.8101721894551671
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/b98cf23e7431379378da0b9cfbc2c55b8bd352bab3ac147c46f8500c22270969,0.3937329848607381,"[0.3522632122039795, 0.44740384817123413, 0.38153189420700073]",0.4626927971839905,0.46254032850265503
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/bc26b365d893e1fac42bf03e7b8ab9358a398e57094ec0a79d266d19081fe8c1,0.5848067491089647,"[0.6250176066813413, 0.6583640631986312, 0.4710385774469218]",0.7571081294936034,0.7048796699356876
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,resnet,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/db7be64393fef89d5ae94c15e4df33fe52f1e6e15864d81ada64d12f3803ac38,0.9257035607623513,"[0.9254404190593373, 0.9237189576549483, 0.9279513055727682]",0.9260600571859305,0.927172728253383
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,200,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/e1ce2ff882967c3c054da59dbff2a9b8c9a587951f68b3550976b1ff7f06eead,0.9291240031958643,"[0.9324949070670079, 0.9274142522353063, 0.927462850285279]",0.937993268894648,0.9408602761015373
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/e3251dcd6982e6cf4e04c52df51429902ebd2c62eead72e5e86f148b972a129e,0.9257739653048535,"[0.9256381239492518, 0.9282081926473974, 0.9234755793179114]",0.934184416936622,0.9375619445378864
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,200,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/e4270a1eac66fb274bd205c903dd06b19847bd4403bb7b87cde6b7b1653a11fe,0.41977938016255695,"[0.35918569564819336, 0.47371846437454224, 0.4264339804649353]",0.4663711190223694,0.44870007038116455
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/e721adc665d5a9d77861818244065da9496e53ffba13c2816d39c3b86c437fa7,0.9681239128112793,"[0.9685630798339844, 0.9654391407966614, 0.9703695178031921]",0.9758516550064087,0.9754694104194641
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,resnet,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,200,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/f8db7b2942e5bf2c268c1afa38f634ecf2213e8c5c3a92f3fd3315bbb2509c90,0.7113277733571911,"[0.7196817215152738, 0.7046080322798741, 0.7096935662764257]",0.7363550863245572,0.7059564225481878
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl,ft_transformer,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/tabdl/fe4f01736b47d74e7ae1e3ed33db2705c78cef5549ca02df6bebb8556a6a6fa4,0.20109394872801353,"[0.14059714415604552, 0.1179934670695183, 0.34469123495847676]",0.47033879513283494,0.41900602297104794
