dataset_name,subsample_frac,seed,save_dir,model_name,binary_mapper_name,binary_mapper_bit,binary_mapper_depth,binary_mapper_frac,max_depth,max_features,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,size_interactions,n_epochs,gpu,use_cache,cat_mappings,task_type,save_dir_unique,teacher_avg_kfold_val_r2,teacher_kfold_val_r2,teacher_r2_score_train_true,teacher_r2_score_val_true
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/004b32712b54f94e5a80bceb1146c46bbece226a599fbe147da7aeb8f1d0573f,0.49074150600981176,"[0.4672065162577933, 0.48987065900470805, 0.515147342766934]",0.5492566240491954,0.48098889939708267
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/09d6fa9814b8cde4fa6830790126d4e6c684b499c66d81ef2249c7c464abcf6c,0.9301660901659373,"[0.9355283042165143, 0.9240521856243431, 0.9309177806569544]",0.9321547623943948,0.9324008362782696
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/10b6b119aca86bb538d26d81e66640fcf020560cbd9dcc0c84dec6019545c069,0.9375566187664292,"[0.9422255438191264, 0.9323992183335366, 0.9380450941466244]",0.9418935918829087,0.9395246520212805
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/113134bc0b2e5cb29b918388fe557d06f44af5501865967a5388bd79e5ddfb8d,0.9764924952516744,"[0.9781111046950826, 0.9767724271582985, 0.974593953901642]",0.978502465185072,0.9783561651529638
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/127451955607413ae34d7d6a7b3744591829b4d903b735e2c26ab10987c10375,0.6241760704791269,"[0.5795194395524845, 0.6262160990675844, 0.6667926728173121]",0.686833332244904,0.6191971620634389
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/18bbd8b71861e51a375d54c356c1e9ee17ca0028bbde33656b088a069f462a6f,0.8259504120791216,"[0.8201377164018648, 0.8398740573426806, 0.817839462492819]",0.8563936486922485,0.8733372084409722
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/22750b68fd0f25c71a8fe13e1bd6f36414737fbe0f5d77d9952881d6540b5a59,0.6820737935775957,"[0.6308523148202978, 0.6889838270317451, 0.726385238880744]",0.7627558375646286,0.6929525349505885
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/297a3e984ae0cb18b395f359f1b99ea8581e8d8e3b56b19aa191542b2d771520,0.6739678917832747,"[0.6116556604285022, 0.7077301360607002, 0.7025178788606219]",0.717802252558357,0.6430211644339718
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/29afc23e7e6d8cd75c01add2c5eb62b5c8b9d1c64af9276c36894d9d97bb8f31,0.8277786380288826,"[0.8452603845081486, 0.8188469750619248, 0.8192285545165747]",0.8451926136943236,0.8196520454154286
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/2a1557b86b678351f4eabbf1a0bdabc9518ee3881e0460aab054a4a90b5ccb10,0.9370894110349882,"[0.9413847098381032, 0.9324131552512049, 0.9374703680156564]",0.9381918407223422,0.9402333565985618
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/2c40c1d1edd6e4b77df2fb6fdc4174df39aa79277eaeb9dc8a29b40c88fc9e1a,0.7233999944927559,"[0.6607899394695981, 0.7555824281604832, 0.7538276158481867]",0.7798104370859134,0.7067773188616013
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/2c762b5acddf71044c68af5b3cad0d1b625994ef731841bbbbd1b90c1b98b429,0.5548827732158869,"[0.5127193656127655, 0.549305457983629, 0.6026234960512662]",0.5797680119471263,0.5239395105105631
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/2e1bf5fd665091c29ec3bb7bfe6a1b02f099a90a3b9ed8a7b2aeef4aa6a0b0d5,0.9610136950905536,"[0.9620467296161186, 0.9605159439192376, 0.9604784117363048]",0.9627200179826325,0.9623935679028872
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/3396e893acd53e9bd5fb18fd11f0bc81625161f8b3ec032167e6c9b1217c9c3b,0.48875785372968544,"[0.6382671613570867, 0.19241838794050337, 0.6355880118914661]",0.6358862568348179,0.5891751789844583
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/33a0321c5de3fd879ce4690b6b95e6e9a78ff6091fc3787aa30062d06bc62c7f,0.9726142475292475,"[0.9731747481080482, 0.9725038032203582, 0.9721641912593361]",0.9743118622058712,0.9749436193770636
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/3bdca84110be5f8846ac3f14fe89ec5def07d52e62cd23031e9d7c1352d5b142,0.6805566147629337,"[0.6828410729210146, 0.6786852655716229, 0.6801435057961636]",0.6975207622164588,0.6521061789920188
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/3beab07a29db634ee2a39d826864d7dd85cc409ab01d558d5d1411f069f49f7d,0.6703611031415697,"[0.6497289419962641, 0.6867715503606936, 0.6745828170677514]",0.6776217502662745,0.6686463556045086
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/406108d6122f587343aab408736b64fe13b6b9e8dc8c97efa6ec53700078fe85,0.48218913426858023,"[0.45284678350732566, 0.48351828994248514, 0.5102023293559299]",0.5413151566385366,0.4783370204866163
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/42ac3283046a3924c193823385111460781e79363eccf34f9b3d957f95bdef9d,0.843453828251246,"[0.8387832643045423, 0.8637623633705177, 0.827815857078678]",0.8876201473153537,0.8923530861962108
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/44e3b381146c929c478abccb2af5af73adf084a097baf393f843677ed77cbc5e,0.9708476506880951,"[0.9703036289732384, 0.9709645103963126, 0.9712748126947344]",0.9723012574832499,0.9732312111201937
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/47400e3cd55583e04e222ffe98b748d1444d4729882a5c1472e02f2976d01d48,0.6746702775256281,"[0.6515253014542619, 0.6895513011906846, 0.682934229931938]",0.6820648590949328,0.6778843363516194
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/4bb0419c3b3ead4e7d15f20d7b7e2e94d533e4b31564fb0b8b4dde9b4ba59da5,0.5646973734533512,"[0.5272756936568922, 0.5552471343785543, 0.6115692923246074]",0.6058470203898669,0.5279185656791369
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/4d4839cc563bfad788da9c23c9a83a7180068a3adec53e616d3cfa4d5370042d,0.4902171914600541,"[0.6518597512670574, 0.1696717379978807, 0.6491200851152241]",0.6505343241292991,0.615357960640772
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/514cd4a63def420b0585a629ec73345a89dd68afe0b6a62096860fa6c8e2a71e,0.639492949840227,"[0.6423972728518736, 0.6338325465283996, 0.6422490301404076]",0.6498526493731795,0.6105497425954648
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/59c2a0c3d9b47a47e29bce0901000f32c34781ba045ec759c22af1bef739fdc1,0.6647801229390584,"[0.5965032140401237, 0.6983492282198618, 0.6994879265571897]",0.7093315811614225,0.638731974591555
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/5ab7bd84c7b337192ec46a98b4105cc49c3bfd95b4fc7db79782f1a43673ce16,0.7046715818298273,"[0.652602338435504, 0.7209381242338809, 0.7404742828200969]",0.779025156622664,0.7006210308764267
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/62f03f06224b35219347f9722098ce887b63ec01c1a37dd68d1c6f01639dc223,0.5440213240913339,"[0.5383542629551503, 0.5584910907837799, 0.5352186185350714]",0.5737428620237937,0.5743578103016536
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/6eb387c7e9e1908bc5f42dc8547611075336bc66da0f389b440cef398cf9d0c9,0.5359836850406315,"[0.5304862976199229, 0.5491427109044715, 0.5283220465975003]",0.5635605314239727,0.5588106088445686
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/723dafc0d80b8df0bdb6b530f76176d6cccd6e36d0e48b5e2e6dac993cddbb87,0.8459602387660227,"[0.8427205284922787, 0.8617476940995599, 0.8334124937062293]",0.8886169574309227,0.893173026860957
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/7b4a863a98b6180af3efc1d6d620a2756e3b287f460cf9f53184814a9899fbcc,0.9322164267260588,"[0.9368857679951578, 0.926473437676332, 0.9332900745066868]",0.9349363834785679,0.9360957206209556
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/7c14be447e68969626938f3b7f91fa27e7bf7751d5db226f4518a44cec00d70d,0.8485397893720988,"[0.8586184801619268, 0.8457878312376481, 0.8412130567167215]",0.8780891703727935,0.849404899653439
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/7cdd846e518d616b425960b70788d11152c365bed37d30b1a83f1796e6434270,0.9405993185835597,"[0.94472728457152, 0.9363351377504288, 0.9407355334287304]",0.9431618932945847,0.9440959714552015
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/82d4e3802357db83967ed99e6e44063659a7492c436d8b910de26f8c766d6e89,0.5695481876978691,"[0.5554903996165628, 0.5817017287066064, 0.5714524347704383]",0.5729763987487784,0.5671857992245428
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/8d72ef5b01f4d7deb0473530afd138bcc9d1109b4de11fb6b4ca1cbc030683c1,0.8209166592001701,"[0.8168557411698419, 0.8358729618925949, 0.8100212745380733]",0.8554546122371747,0.8726617593048527
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/8f48b91efd21fc08582746ebc77a153349e6ee7bc52f278b7a6e400222c48ab8,0.9387583953326507,"[0.943214554358037, 0.9336161376878385, 0.9394444939520767]",0.9434039368246998,0.942512209178813
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/8fbb9d3c4667be8edb94a9ce6fd1fdc0beb67125a2b504e15977efdac76fbae7,0.636845346259836,"[0.6408971294528948, 0.6469985542233783, 0.6226403551032349]",0.6698116790795197,0.6600182783003632
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/8fc5bf51ff4e334cdc0e02372d46a175e5f9a2973d451dbf282486e50aa84109,0.7079071703575561,"[0.6383624594437957, 0.7389531370522985, 0.7464059145765742]",0.7670821699911212,0.6972070129067576
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/987e93b65d1f6464913c41381cb561df17149525e1fbf185971c13ebaac7ec2b,0.7996837996370637,"[0.7996316876068992, 0.812193273853733, 0.7872264374505591]",0.8780591152666877,0.8612137200122674
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/9a6758a943e08c521258655b176e90cb8c589e1e91d83f5475dce51ad3f22ea6,0.6419764216681928,"[0.5940972171670873, 0.6543991215292089, 0.677432926308282]",0.7054479543227765,0.6275957949726071
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/9c7f6bc6fa0aadacf3569d14220b955818dc144983073605cc985c0618e139fd,0.6385796715103319,"[0.6402758547203355, 0.650125415502147, 0.6253377443085133]",0.6713259420560281,0.6663464715185838
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/9ef6f47efca3ee54dc6075554cf65d9989564ebf2fa0e903facb990471d5535b,0.5141784990748355,"[0.49390777417271303, 0.5101367992886386, 0.5384909237631548]",0.5895651383351257,0.5048591341956488
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/9f1c23bfc5f1be008473300da3442b62d924244876edc171a4c51b4bd1fb41a7,0.9669936428213615,"[0.9682612870533377, 0.9665709555457307, 0.9661486858650158]",0.969808241109922,0.9685180878700175
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/a24da9ee31bad63f5137afd011ec79344ead39a2597644470ef555c5ad0d4c61,0.5622404515885558,"[0.6731401848016123, 0.34237897493501335, 0.6712021950290421]",0.6740655981818351,0.6307447297899715
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/abe3cf4ebedc8bf2b9bfa02bad48fe15412970e59bf1a91e7ce5e1268510682e,0.7605032868890408,"[0.7582890345607673, 0.7645221340864554, 0.7586986920198997]",0.8214628345930851,0.8244235194151521
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/ac3464995b4153397efb252562ac2122cb4894b4b40a7b02540cee6bcede94b0,0.8249987090654797,"[0.8400886152282562, 0.8202596426272559, 0.8146478693409271]",0.8431451148426594,0.8194572276086085
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/ad0275ccd0362eadd36242a2284cde6975977812387e7b6311cf454b816fdb06,0.9588926461158161,"[0.9597184005688753, 0.9583241961644404, 0.958635341614133]",0.9602382191998224,0.9598096928261394
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/b05e09a34765f7a0f4322662beb8e5e13643140322e30df0216761ed4806ba16,0.5180568168215588,"[0.49586149637443877, 0.5134815576050424, 0.5448273964851953]",0.5930683573187854,0.5092654757247728
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/b34e211641d3445728a05bbff8ee15214dc439158978ef441810f5c3978bcc8d,0.7820599550508186,"[0.7955083509259742, 0.7868321185280291, 0.7638393956984524]",0.8106893041639874,0.7768069855645463
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/b841f3be6116e66698d8ed70ca6bc302aa9ff37086bb875b770f061e8774d8f8,0.5493701017846979,"[0.510077976877131, 0.5390785454208629, 0.5989537830561]",0.5774153629492578,0.525985749896755
