,dataset_name,subsample_frac,seed,save_dir,binary_mapper_name,binary_mapper_frac,max_rules,max_trees,max_features,pre_max_features,use_min,use_cache,cat_mappings,task_type,save_dir_unique,figs_kfold_val_r2,ftd_kfold_val_r2,figs_avg_kfold_val_r2,ftd_avg_kfold_val_r2,ftd_r2_score_train,ftd_r2_score_val,figs_r2_score_train,figs_r2_score_val,ridge_r2_score_train,ridge_r2_score_val,num_common_interactions,num_interactions,figs_max_interaction_size,ftd_max_interaction_size
0,miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/08_figs_restructure,figs_binary_mapper,0.0,10,5,1,0.5,0,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/08_figs_restructure/031dedd5c2fcda61027db5aaf9b2241ef9300f1b7bf71acf745167958d7d6663,"[0.7087785442613381, 0.6329360639203174, 0.6424465096505503]","[0.7321768486172615, 0.683882217394433, 0.7060588381479763]",0.661387039277402,0.7073726347198903,0.6501205366400731,0.6301161808883313,0.6005861087906649,0.5558984562227587,0.6191649843116194,0.5978281165668293,1,13,7,5
1,miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/08_figs_restructure,figs_binary_mapper,0.0,10,5,1,1.0,0,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/08_figs_restructure/07425c079f290a5766f6529ea34748588a92f52f537ca6ab816be2dbe81bed25,"[0.7087785442613381, 0.6329360639203174, 0.6424465096505503]","[0.7489594692985495, 0.683882217394433, 0.7448512221324526]",0.661387039277402,0.7258976362751449,0.6501205366400731,0.6301161808883313,0.6005861087906649,0.5558984562227587,0.6191649843116194,0.5978281165668293,1,13,7,5
2,airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/08_figs_restructure,figs_binary_mapper,0.0,10,10,1,0.5,1,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/08_figs_restructure/0751f70c9b19f7678430570f4fb3cf005e8268d54793ac8b582e66d5c9ba16a1,"[0.4212017730893569, 0.5469495870011017, 0.48531270819462613]","[0.4559130610840091, 0.641524930124614, 0.4926166882611632]",0.48448802276169495,0.5300182264899287,0.5941483010885307,0.517614709751901,0.5514394748764233,0.4894152651097021,0.5074390591357063,0.45010897733090827,1,13,7,5
