,dataset_name,subsample_frac,seed,save_dir,binary_mapper_name,binary_mapper_frac,max_rules,max_trees,max_features,max_depth,n_estimators,pre_max_features,max_min_interaction_size,use_cache,cat_mappings,task_type,save_dir_unique,figs_kfold_val_r2,ftd_kfold_val_r2,figs_avg_kfold_val_r2,ftd_avg_kfold_val_r2,ftd_r2_score_train,ftd_r2_score_val,figs_r2_score_train,figs_r2_score_val,ridge_figs_decoup_r2_score_train,ridge_figs_decoup_r2_score_val,ridge_figs_inter_r2_score_train,ridge_figs_inter_r2_score_val,xgboost_r2_score_train,xgboost_r2_score_val,num_common_interactions,num_interactions,figs_max_interaction_size,ftd_max_interaction_size
0,miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb,figs_binary_mapper,0.0,30,5,1,3,5,0.5,3,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb/090dee7f9d7a87ac9819c816c2d1d489727687fbde849dfed736e74101d40d02,"[0.8213646054754193, 0.7647075740438289, 0.7527998091807789]","[0.8278722510343113, 0.8018244610556795, 0.7980447268635359]",0.7796239962333424,0.8092471463178422,0.8151048759978563,0.7939537453295016,0.8026868134477341,0.7541518808112935,0.773262679272908,0.7552079735288725,0.8128458268336053,0.765057039074847,0.7259200691882881,0.6845254167769446,0,35,5,5
1,parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb,figs_binary_mapper,0.0,30,5,1,3,5,0.5,5,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb/0b79a712705dd534f5a3fd08157375f23cbb4ae23c547a938635604ee9953242,"[0.408683436834276, 0.4157928551488166, 0.5435064633431341]","[0.5297059170480449, 0.4445310255778189, 0.5824610168771922]",0.4559942517754089,0.518899319834352,0.699192866219838,0.7069024642551561,0.4909485904835075,0.4753194273115897,0.5900544296551915,0.6069213059711299,0.5023924623775611,0.4929235397719167,0.3278955857533127,0.3086802201488479,0,33,6,5
2,parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb,figs_binary_mapper,0.0,30,5,1,3,5,1.0,3,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb/0d5bb498d5896329fc376f1b939f71ce8c14b2e48795f57b4cc66a44b595d896,"[0.408683436834276, 0.4157928551488166, 0.5435064633431341]","[0.5419440536674673, 0.4735922204497044, 0.6314047589895402]",0.4559942517754089,0.548980344368904,0.7139224109629059,0.7195032797433014,0.4909485904835075,0.4753194273115897,0.5900544296551915,0.6069213059711299,0.5023924623775611,0.4929235397719167,0.3278955857533127,0.3086802201488479,0,33,6,5
3,insurance,0.25,0,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb,figs_binary_mapper,0.0,30,10,1,2,10,0.5,5,1,"{'sex': {'female': 0, 'male': 1}, 'children': {'0': 0, '1': 1, '2': 2, '3': 3, '4': 4, '5': 5}, 'smoker': {'no': 0, 'yes': 1}, 'region': {'northeast': 0, 'northwest': 1, 'southeast': 2, 'southwest': 3}}",regression,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb/0e7ee43ec095590a68494f645c9a8ecdf65a36a7d7a6b913794572deb68967e7,"[0.7259444698759628, 0.7878545660958046, 0.8418554501749149]","[0.7494435087978779, 0.7724597012033783, 0.815398767166669]",0.7852181620488942,0.7791006590559751,0.8427555605256035,0.8557794580293714,0.8905641921257237,0.8393235310671879,0.7561172332168193,0.7375366401980035,0.8909955683789074,0.8376862444991345,0.8475544649725741,0.8486902989011315,2,33,7,5
4,abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb,figs_binary_mapper,0.0,30,5,1,3,5,0.5,3,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb/1081b446d4b2cbddb8675423c0b1b35b7e0084f828bbd0609c596ada17672415,"[0.4515961368899939, 0.37176032454058483, 0.46249739170085347]","[0.43693896254375886, 0.46880978660460293, 0.46126830295615695]",0.4286179510438107,0.4556723507015062,0.5227472223625866,0.4417849851881719,0.562313206761416,0.4154091220809488,0.540981673432122,0.4475906510069666,0.5654944729910651,0.42042588347821064,0.2654505968093872,0.24930614233016968,0,35,6,5
5,airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb,figs_binary_mapper,0.0,20,10,1,1,10,1.0,3,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb/129bcb04513905739675ab337a9e25c9b408775bac70b3f498a3e9c90e6635a4,"[0.5682945774910204, 0.727649745695687, 0.6581589951687448]","[0.6382132948261985, 0.6345891021840118, 0.6856302607748692]",0.6513677727851507,0.6528108859283598,0.7066922136588625,0.651635050006234,0.7402146032209206,0.683019182025201,0.5744441774134497,0.48270078806266237,0.7534731552673484,0.6938433530631939,0.06661219049889944,-0.019129931536882694,0,23,5,5
6,parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb,figs_binary_mapper,0.0,30,10,1,2,10,1.0,3,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/08_restructure_figs_xgb/13d078bead61d0aab6f44ae65fde291b64dce883ccef248992d789aef2f724c2,"[0.408683436834276, 0.4157928551488166, 0.4995690706011081]","[0.5419440536674673, 0.4735922204497044, 0.6148299328465422]",0.4413484541947336,0.5434554023212379,0.5828260544248385,0.5737976123125282,0.47430315896289543,0.4665516705796914,0.5484160316680178,0.5578393443123713,0.5101168377275043,0.5186077661505795,0.42102701479225857,0.42368822514436233,1,36,6,5
