dataset_name,subsample_frac,seed,save_dir,model_name,distiller_name,binary_mapper_name,binary_mapper_bit,binary_mapper_depth,binary_mapper_frac,max_depth,max_features,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,size_interactions,n_epochs,gpu,use_cache,cat_mappings,task_type,save_dir_unique,teacher_avg_kfold_val_r2,distiller_avg_kfold_val_r2,teacher_kfold_val_r2,distiller_kfold_val_r2,teacher_r2_score_train_true,teacher_r2_score_val_true,distiller_r2_score_train_true,distiller_r2_score_val_true,distiller_r2_score_train_teacher,distiller_r2_score_val_teacher
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/000f80a5839ac328073b96cdc53896353f9b8d2ac5e9d0d701af50d8d5419e1b,0.7920222897529273,0.7835191147819853,"[0.7948479981533866, 0.788836720812204, 0.7923821502931915]","[0.7935936177324846, 0.7785769234546562, 0.7783868031588153]",0.814725626202394,0.7632486691451391,0.8002416054795867,0.751060193433842,0.9934497397958109,0.9930843131459087
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,dt_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/00da6e72d18a231db541e060ff4751588dc504add0744bd146b5ae8668de5922,0.6728703210224071,0.6523328359442985,"[0.7068869532046872, 0.66301749282496, 0.6487065170375743]","[0.6697959203802811, 0.6426053134667642, 0.6445972739858503]",0.7879965593171288,0.7809685494170702,0.7631055306036744,0.7736449553933897,0.9914174067700491,0.9930690751881744
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0154b28e063990d0ac8cbbc5ba2af9759d617a3d6e14fc3342d053cf3542664a,0.8827459811918255,0.8824856590100038,"[0.8502437121160143, 0.9177940147391507, 0.8802002167203113]","[0.8495969381096802, 0.9185654694145868, 0.879294569505744]",0.9108963840380105,0.9083900772884042,0.9108226770691639,0.9000833313721097,0.9999953805894727,0.9990105609087196
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/01852735cf12640c98444a71d1ae3fb24980cf07e65e156939dc325525607edd,0.6047051565072339,0.6023434380767724,"[0.5936590943326507, 0.603730551160971, 0.6167258240280801]","[0.5933728428069511, 0.5996862980375848, 0.6139711733857811]",0.6115641834851928,0.6042560470391498,0.6092298821812296,0.6034255830624476,0.9993620565107327,0.9993057912662674
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/052ccdeaec8b6f32d7528dbc13820e61d7e156f01281bf1366fcd26333d6127a,0.3799622388022758,0.36704166869636906,"[0.34591407237240934, 0.37022326193934674, 0.4237493820950713]","[0.3254923381490056, 0.3665016957980639, 0.40913097214203764]",0.4261054422300471,0.40313570677062405,0.4114206162386209,0.39195039239373086,0.9864621130993506,0.9807077605400414
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/061e94251c5d6854d8ae92993c47cd04528a03dd2b7556bc2c55389cf78509f7,0.4817214751388319,0.4806509264358733,"[0.47123678057162244, 0.48523815025165074, 0.48868949459322253]","[0.4702108907371121, 0.48437650815033784, 0.48736538042016986]",0.4864881738559296,0.4672464711510004,0.48598164887475104,0.46676274623749126,0.9999332942855332,0.9997260115394928
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0636f7e8fb1623ee5436fa859e296dac898043d0d3b5b750da3b7325a793449d,0.4428938026362032,0.4425340895928887,"[0.4490746171698321, 0.45368170320247514, 0.4259250875363024]","[0.4488676444883226, 0.45348391365845375, 0.4252507106318897]",0.4436652256480642,0.4454874591537633,0.4436502650154791,0.44547594445985816,0.9999967743729593,0.9999926075668559
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/067cf7b18707dfbe79aa2662d98fd18f1d9de373b9923c12bfec6702bb0a7674,0.6386128509906485,0.6193777132558526,"[0.6631532581499637, 0.6582477362581247, 0.5944375585638568]","[0.6671152099461102, 0.597306613967356, 0.5937113158540914]",0.7938174190308301,0.7825485050459768,0.7629552378475155,0.758301034141787,0.9754122583175018,0.9760256185246302
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/082f4b671174c5d3d687b937565ae1c8be77fc0ca35d7e32908b5f708130dd21,0.8981486769854139,0.8882983566419812,"[0.8768087037088099, 0.9233341397689836, 0.8943031874784483]","[0.8561213884314204, 0.9233065921282276, 0.8854670893662959]",0.9160295733387338,0.9168483032515791,0.915666162585118,0.9104233806746898,0.9999554891164613,0.9978417668646121
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/08ce0638fc7dcc2c98537c8ba5cef1e37f3c070b508d39c60f08e2fa0213b797,0.8991411309263787,0.8980925828117222,"[0.9046868188186586, 0.8941522041621515, 0.8985843697983256]","[0.9038864131531386, 0.8928515036598642, 0.8975398316221641]",0.9030090553978344,0.9057379803406609,0.9012399482442773,0.9043216397582531,0.9994234279359092,0.9993735083208846
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,dt_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0932dc8cba90238c3133508d8f950484488156b752543591bf4af59bd7de5460,0.9447765328970609,0.9467711564827196,"[0.9390642632510672, 0.9552081598549327, 0.9400571755851826]","[0.9392419724101108, 0.9552984630883189, 0.9457730339497288]",0.9572368155320984,0.9526160031791033,0.9568156337416651,0.9458060042751569,0.9998665365545991,0.9986502867057795
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0a190d1b8afcc2c46091b6ab441bcf8e02aef466746dec3d27252aad1000e621,0.7668798662154547,0.7560288046373832,"[0.7714015873481075, 0.7597008801867561, 0.7695371311115006]","[0.7683914423895604, 0.7386774090237027, 0.7610175624988865]",0.7803328179636912,0.7385108413100998,0.7674061061443955,0.7239559485145676,0.993598397818627,0.9938206454608445
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0a867e1635492b73218e4b5cc9d3c80bfb2b6507d8e23392ec16942f820dd165,0.9667793533074299,0.9652808433513598,"[0.9648535827838579, 0.9661678772840704, 0.9693165998543616]","[0.9636320258884897, 0.9646647189372536, 0.9675457852283359]",0.9697697196785537,0.970106074351233,0.9682359312858514,0.9689595787215752,0.9991945180918397,0.9987769417565147
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,dt_binary_mapper,0,3,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0b6d735d94a294a352714cb6efc42b1471d7a423dafa169217bd1f6a8f973234,0.783489087837666,0.7481593679168167,"[0.7965119869123729, 0.7713432056619419, 0.7826120709386833]","[0.7791374328906312, 0.7234160688580036, 0.7419246020018149]",0.8122850260604422,0.757193492145122,0.7713147845905713,0.7254418110599514,0.9778664074780272,0.9771108941838995
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0ccebe9e0ecf2c9902bc256115756d10d9143f41cc992d7cfeaf02fed5745854,0.6524814349663132,0.6464397490804058,"[0.6958416973972197, 0.6123197707666177, 0.6492828367351022]","[0.6910825087302539, 0.6082445688458304, 0.6399921696651332]",0.7012190535583547,0.6370586458206875,0.694288263690533,0.6370855845655276,0.998272904259661,0.9960693294455008
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,dt_binary_mapper,0,3,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0decd657d502405d3c1a5b56f4754561664ddf22f6908079b05d687e7c4afc5a,0.5666960031840146,0.47690547530444044,"[0.5012227529781996, 0.5740568155798174, 0.6248084409940267]","[0.4369759675203695, 0.477369736126922, 0.5163707222660299]",0.6073709306319671,0.5183216366680632,0.5473997803143243,0.4507273798614251,0.9611963347980296,0.9496996615685981
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0e91f507acb1b94b007da35df22ed3745f866fe46a69a34abb440c249b8add81,0.6125169727122708,0.610887729408283,"[0.6047597743225525, 0.6629030336826176, 0.5698881101316424]","[0.6152844116011671, 0.6692116352282655, 0.5481671413954161]",0.6112354195582528,0.6463393987650707,0.6090384433292868,0.6463749574108322,0.9995406740678755,0.9988649506949471
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0f55a9eca96592243983499ce124526a5104354e6363f6ddeed251b220e36ed3,0.5034629884775864,0.5010373522402102,"[0.45696787642269565, 0.5476077241631192, 0.5058133648469444]","[0.46379739070248305, 0.5360179986287015, 0.5032966673894459]",0.7006486942820127,0.6854323848435919,0.6974331376606447,0.6721835479172259,0.9994687069419556,0.989246710294568
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,3,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/0fc70d13a00a917e7bfe2df5b8a5ee94ee623181afc8cefeceee525f2fed055f,0.4450782021898528,0.44262932420906526,"[0.4173068368965127, 0.4538299086425476, 0.4640978610304982]","[0.41309650458448044, 0.45333024802085786, 0.4614612200218573]",0.45562005239719783,0.4118468559288865,0.4533155656467701,0.4122907267959479,0.9995165125915284,0.9993947334676331
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/101f1bc22fad8eef81a748f31c0ce670cc8f1080ca99a975fbe9d2da14ddc473,0.8979258134872,0.8979367286510008,"[0.9044914362407146, 0.8927966831266184, 0.8964893210942672]","[0.904503275214125, 0.8927658103426352, 0.8965411003962419]",0.9015876038226736,0.9039662915377706,0.9015876038226744,0.9039662915377695,1.0,1.0
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,dt_binary_mapper,0,3,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/102de2b9a5c389a3cc151c511c15bcaae8d598f26637c6728f536edf9a28fa01,0.7822128182579237,0.7695600878760747,"[0.7965119869123729, 0.7695825116054867, 0.7805439562559118]","[0.7875382802596067, 0.7593636317569123, 0.7617783516117049]",0.8132659643128779,0.7575879454562255,0.7961300882030254,0.7361130612666162,0.9941826569856753,0.9909800783758359
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,3,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/103c06a5b2bb5ce4ca4ed4b9ecb42fc1341531467a96b3c569aad83f7ab7f1b7,0.9595063015990318,0.9543266350026074,"[0.9593395668820957, 0.956349284015707, 0.9628300538992927]","[0.9549638977144246, 0.948826362308977, 0.9591896449844205]",0.9610152234033608,0.9592439107527486,0.9548070307208028,0.9547454856444064,0.9971587725552401,0.9969921731768872
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/10c348e10910d2421b550221be4ce33506143c056eda1ce8f8c7842241f7eea8,0.3953267807016732,0.3948694897152216,"[0.3653698496741683, 0.3986481115804188, 0.4219623808504326]","[0.36419713716074575, 0.3991976645917742, 0.4212136673931448]",0.42488801968462087,0.3966808194807744,0.42342643435976535,0.3967081824398696,0.9995828642016503,0.9991641777059982
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,dt_binary_mapper,0,3,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/115bf90e29b5273e14972fce0f9319bf18cf182b7d5dbccd8d809eee12fab0be,0.6776593401683764,0.6686576055888681,"[0.7124556394672448, 0.6893666723523834, 0.6311557086855011]","[0.7086557491681355, 0.6790384523056009, 0.6182786152928679]",0.8137049104186738,0.8483109593966769,0.8130881231446419,0.8436622725445728,0.9986801567707809,0.9975335634031121
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/12fe8abac9bed2e47376b589f1ac2cfec29f982d514f22344c39e5a38fb3a689,0.9258098294570812,0.9253257708833323,"[0.9232699527044936, 0.9262586776094804, 0.9279008580572695]","[0.9235293366180307, 0.9249973130281074, 0.9274506630038589]",0.9268031349515367,0.9272649574974909,0.926079514879673,0.9265993855107331,0.9998866929690976,0.9998272269946206
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/1306c61f538b19ab6a593d3b7fa499fcbf9cc1b588b5dc7061fb6d3ba000d551,0.49959660471314343,0.4951550339689903,"[0.49139168592498517, 0.49751201510240484, 0.5098861131120402]","[0.48878667999744063, 0.4912739542580451, 0.5054044676514851]",0.504953244089094,0.4868993379745319,0.5019754728358965,0.48417073166464475,0.9983811951342082,0.9981812804528034
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/14a686474faf42942d8a863f5ef63086e704d537ae36ce7ce42fb6538312a56a,0.532026510425697,0.526458175088423,"[0.4580469092362768, 0.5723007545981169, 0.5657318674426974]","[0.45834661090495, 0.5548560434159195, 0.5661718709443992]",0.6319403129271042,0.5661619048388833,0.629718384406269,0.5670704886177764,0.999339644816668,0.9990979936937869
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,3,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/14ee6262dfba2b3bd3b97c92868220f8a1a246380215799e05833e96eb545fed,0.4532752878716552,0.4470117408095375,"[0.43297754370945674, 0.45323632207962306, 0.4736119978258858]","[0.4222547384091385, 0.4424244068622184, 0.4763560771572555]",0.47661123658627114,0.4434732059613986,0.46093072662796297,0.4356166794741062,0.9858205744606588,0.9820518745805106
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/1510601bcf7efe003efd489f4813f98dd8bff6662ea725e8c18ba0d6d3adb664,0.42348438541432715,0.4233015792127534,"[0.4054523520307396, 0.3932016462951553, 0.4717991579170865]","[0.4050657746290819, 0.39308783851430873, 0.47175112449486967]",0.4438654893149713,0.4405534111086652,0.44339570319354205,0.4390413341043038,0.9998924239728989,0.9996683160102732
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/15b3118d3f48f93caa16d36b6bbc590763ece8afb02091bb9d6667a8261f9cf1,0.42776411354805094,0.42708105205833347,"[0.4105088605834384, 0.3971897624143824, 0.47559371764633207]","[0.40954116264772844, 0.3969598249535551, 0.47474216857371687]",0.4495979847944013,0.443549268587921,0.4454272697327961,0.44151627133931526,0.9977072119840869,0.9966786146229714
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/164e48b9587d2de78e0299665face02758dadbd367673aa54c58c92fb0c637ec,0.727531230209463,0.7117213946701831,"[0.7189438406074637, 0.7026474705105404, 0.7610023795103847]","[0.6994688756707446, 0.6872964495788962, 0.7483988587609085]",0.7780114234854978,0.7478740351304735,0.7637497571844893,0.7399440120286331,0.9891672057453944,0.9874191354712231
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,dt_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/1688a71ba4bf2c11cc976b6067cc0be5e1669ded81c1d376e40822d124138ecd,0.37254409250283427,0.33867922145390267,"[0.3652376015182389, 0.38362988239840123, 0.36876479359186265]","[0.32405112019916704, 0.35489046895720666, 0.33709607520533424]",0.3800037795841428,0.3593560360342697,0.35147415256704984,0.3386648141801957,0.9617521446883609,0.9588744989341764
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,dt_binary_mapper,0,3,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/16b5b8096abac04f0dd9cad06b880aad945052e59553bd24f5b0a4a0225b562c,0.6827130285912687,0.6618099197196416,"[0.7089723804593329, 0.6860446409099512, 0.6531220644045221]","[0.7014986442095772, 0.660125511645528, 0.6238056033038196]",0.8081883305903719,0.8468767049989991,0.804510839446752,0.8428023995263617,0.9977542706084082,0.994503445018006
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,3,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/17faa9a6ceb052acd6a6b8783cafc73739c674430875c4c3f152e4ad437ec381,0.9440743246506645,0.9428979725713246,"[0.9427487597927882, 0.9441456487128124, 0.9453285654463929]","[0.9408900915477716, 0.9427057849974996, 0.9450980411687023]",0.9501752462813348,0.9487259058530911,0.9489698020422893,0.9481240388459959,0.9997038799791362,0.9995112873275968
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/18986ac3ba033ff8eceb28c7f253e918202fd8f8d42d39a50b55e088b3e1c7c1,0.9597872762825319,0.958885390921222,"[0.9580241833055589, 0.9592089362139151, 0.9621287093281217]","[0.9572975507410568, 0.9584485638751956, 0.9609100581474138]",0.9619719404570617,0.9634040546732946,0.96109235784754,0.9628201754445106,0.9998044882962868,0.9997069151967551
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/1a2da20e47c3d7f87af32d8e3d9cced2f7fa05c9383538a7daf6e8cb8ce53ed9,0.439796536772511,0.42663950306217685,"[0.4490746171698321, 0.4483741734017852, 0.4219408197459159]","[0.44228413964286184, 0.43613662634891415, 0.40149774319475473]",0.4448168627778851,0.4477284143737811,0.438934382495374,0.4413207508300333,0.9994863166187811,0.9994333416183964
