,Model,Train R2,Val R2,Test R2,Train Time,Total Num Features,Num Selected Features
0,"(bin, orig, train)",0.7272111430213528,0.6881195474440576,0.6672581700938687,168.448965549469,26326,1083
1,"(bin, bin, train)",0.6881999511558168,0.6698304975313418,0.6480098927746015,81.00190997123718,26326,492
2,"(bin, orig, val)",0.6410719277142771,0.6677456659243648,0.6120393003946207,42.42054557800293,26326,317
3,"(bin, bin, val)",0.6794970999362562,0.675755509497967,0.639330502279956,22.742520332336426,26326,514
4,"(bin, orig, train+val)",0.7204483572517418,0.7036438993508474,0.6703516887201777,141.3166995048523,26326,1054
5,"(bin, bin, train+val)",0.6876685560040737,0.6717481662490181,0.6486526181848761,71.6898090839386,26326,508
6,FTTransformer,0.8880301191602828,0.8109461291858379,0.8094029416822917,-1.0,-1,-1
7,FTTransformer bin,0.7209427042244945,0.6907098089002042,0.6690596524901722,-1.0,-1,-1
