,Model,Train R2,Val R2,Test R2,Train Time,Total Num Features,Num Selected Features
0,"(bit, orig, train)",0.8668010373615513,0.8215957853725443,0.8058819330992217,395.9706976413727,5489,1532
1,"(bit, bit, train)",0.9783717668145628,0.9657920041927074,0.9675226980392261,107.20573282241821,5489,645
2,"(bit, orig, val)",0.7724194299011143,0.8655584692425675,0.7807910360908349,42.68235397338867,5489,440
3,"(bit, bit, val)",0.9539377246667481,0.9840199143539815,0.9601590770689183,15.4613938331604,5489,666
4,"(bit, orig, train+val)",0.860990186769937,0.8784607204103261,0.8236359885098382,371.6111578941345,5489,1527
5,"(bit, bit, train+val)",0.9776589881770046,0.9764625412697195,0.9724641134876273,164.07557725906372,5489,652
6,FTTransformer,1.0,1.0,1.0,-1.0,-1,-1
7,FTTransformer bit,1.0,1.0,1.0,-1.0,-1,-1
