,dataset_name,model_name,featurizer_name,featurizer_frac,depth,bit,max_depth,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,r2_score_train_true,r2_score_val_true
1688,cpu_act,rf_plus,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9778410716358829,0.9775141962385957
1690,allstate,rf_plus,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.5058235911955635,0.4774886861613006
1692,airfoil,ft_transformer,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4736809526134276,0.41174939941414224
1693,powerplant,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9463872984592504,0.935797685155411
1696,allstate,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.5615925916125858,0.5145164105230554
1698,transaction,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7720658778396053,0.09543169428591836
1699,allstate,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4435942044799088,0.40950730296076643
1700,insurance,resnet,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6503998275569738,0.6458669213448862
1701,airfoil,resnet,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.42761950115015956,0.35925478545919964
1702,powerplant,ft_transformer,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9312272928519976,0.9335519057372377
1703,concrete,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8893175917831393,0.8699705874359787
1706,abalone,random_forest,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6022501521477137,0.511863952843931
1707,insurance,rf_plus,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8652096651188181,0.8597207715760915
1709,cpu_act,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9696849727191653,0.9683093275612255
1714,allstate,figs,no_featurizer,0.3,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.5615925916125858,0.5145164105230554
1715,insurance,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8906077759775537,0.8522713707911458
1718,ca_housing,rf_plus,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6792419152472262,0.6377313820604835
1720,concrete,random_forest,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8893175917831393,0.8699705874359787
1724,mercedes,figs,no_featurizer,0.7,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.6929944402210431,0.4078273068773308
1725,abalone,rf_plus,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6123547351023071,0.5300165159839614
1726,cpu_act,rf_plus,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9735934384241048,0.9743252321291316
1729,abalone,xgboost,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8615106344223022,0.5020395517349243
1733,mercedes,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6133130454196327,0.6179413002783236
1735,allstate,random_forest,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.40639402698086646,0.37769673826991046
1737,parkinsons,rf_plus,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6009001464926131,0.6019797072672592
1739,concrete,xgboost,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9896662611117714,0.9151856957601803
1740,parkinsons,rf_plus,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6009001464926131,0.6019797072672592
1742,allstate,rf_plus,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4622236885627007,0.43817220636311227
1743,airfoil,resnet,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4840264339228788,0.42368681868693314
1744,parkinsons,resnet,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.813770922854521,0.8086548343136734
1748,transaction,rf_plus,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.3025910490461924,0.17267748277562855
1752,insurance,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8652096651188181,0.8597207715760915
1759,ca_housing,rf_plus,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6391815102663034,0.5945081444175164
1760,abalone,random_forest,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.5551683340233804,0.4900573550506545
1762,qsar,xgboost,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9215621948242188,0.42265254259109497
1766,parkinsons,ft_transformer,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8292402363981201,0.8276919437467112
1768,abalone,resnet,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.47230201959609985,0.43499982357025146
1769,cpu_act,figs,no_featurizer,0.7,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.9834478214681828,0.9772517549817435
1770,transaction,figs,no_featurizer,0.3,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.5358689534089095,-0.21364894228366826
1771,abalone,resnet,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4729171395301819,0.44948261976242065
1773,allstate,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4435942044799088,0.40950730296076643
1775,concrete,resnet,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.684327322763074,0.6838074181457094
1776,qsar,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9215621948242188,0.42265254259109497
1777,powerplant,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9489297159891148,0.9306029994682877
1778,powerplant,ft_transformer,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9300127540866189,0.9349478571082698
1781,parkinsons,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9568136994878034,0.8933838209706018
1784,cpu_act,ft_transformer,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9728388786315918,0.9734715223312378
1785,powerplant,resnet,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.924887519520671,0.9261025187786078
1787,parkinsons,random_forest,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.5802246042418164,0.5739815856121839
1789,airfoil,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7808093925345443,0.7106230346885904
1791,powerplant,rf_plus,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9427517911265838,0.9429978699547714
1792,transaction,figs,no_featurizer,0.3,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.5757651524948983,-0.23760365666892813
1793,abalone,resnet,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4632038474082947,0.4264940023422241
1795,powerplant,ft_transformer,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.934887838581233,0.9389537134794729
1800,ca_housing,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8894601422308204,0.8194929479202618
1801,parkinsons,figs,no_featurizer,0.3,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.8974051152809523,0.8705647198511582
1803,powerplant,xgboost,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9737516695570407,0.9609184763177395
1804,mercedes,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.6929944402210431,0.4078273068773308
1805,cpu_act,resnet,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9610045552253723,0.9573190808296204
1814,insurance,random_forest,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8906077759775537,0.8522713707911458
1815,airfoil,random_forest,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7094412788014774,0.6349717077351409
1817,miami_housing,figs,no_featurizer,0.7,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.909587484077035,0.8512634270811118
1820,allstate,rf_plus,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.5058235911955635,0.4774886861613006
1823,insurance,ft_transformer,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6518872513653265,0.6596428150541064
1826,parkinsons,figs,no_featurizer,0.3,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.910702812933035,0.880458942378799
1828,miami_housing,rf_plus,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8429198058669997,0.8195133119211561
1832,powerplant,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9423476626628206,0.9402810112434892
1834,parkinsons,rf_plus,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6969280453287832,0.6907002349288706
1836,abalone,figs,no_featurizer,0.7,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.6712325361094764,0.3260119961373228
1837,abalone,resnet,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.4705508351325989,0.43762457370758057
1838,qsar,resnet,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,-0.1456376314163208,-0.19201874732971191
1840,concrete,figs,no_featurizer,0.7,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9592860579163266,0.9077125698699537
1842,concrete,resnet,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6521566666767847,0.6650136479583177
1843,insurance,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8702279598545921,0.8574593775414519
1845,airfoil,resnet,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.43389921771316264,0.3810802406303452
1846,ca_housing,resnet,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7425056618414247,0.7123744370273446
1850,powerplant,rf_plus,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9382873619370015,0.9405277688883538
1854,insurance,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8906077759775537,0.8522713707911458
1856,powerplant,random_forest,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9328881571131005,0.9338115500920526
1857,qsar,xgboost,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9215621948242188,0.42265254259109497
1865,concrete,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8969516395440078,0.8985943926642262
1866,insurance,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8906077759775537,0.8522713707911458
1869,powerplant,figs,no_featurizer,0.3,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9463872984592504,0.935797685155411
1870,concrete,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9592860579163266,0.9077125698699537
1873,concrete,figs,no_featurizer,0.7,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.9592860579163266,0.9077125698699537
1874,transaction,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.327088690863396,0.16727887447202372
1875,insurance,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8906077759775537,0.8522713707911458
1876,parkinsons,ft_transformer,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8124626554102977,0.8008868454930084
1877,transaction,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.2740454766564109,0.16678199164682384
1878,abalone,figs,no_featurizer,0.7,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.6712325361094764,0.3260119961373228
1879,qsar,resnet,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,-0.023105382919311523,-0.03044724464416504
1883,transaction,random_forest,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.29401459330718793,0.16080341107216312
1884,mercedes,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.615458305535474,0.6073033146581965
1886,cpu_act,xgboost,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.993998646736145,0.9837870597839355
1891,transaction,figs,no_featurizer,0.7,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.5757651524948983,-0.23760365666892813
1893,mercedes,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6345701037540329,0.6062197680115702
1895,insurance,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9382219883222768,0.7626519008419391
1902,allstate,random_forest,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4435942044799088,0.40950730296076643
1903,transaction,rf_plus,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.3025910490461924,0.17267748277562855
1905,airfoil,rf_plus,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7808093925345443,0.7106230346885904
1906,transaction,xgboost,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7720658778396053,0.09543169428591836
1909,insurance,figs,no_featurizer,0.7,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.9237677210733316,0.795520431003822
1910,insurance,random_forest,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8702279598545921,0.8574593775414519
1911,mercedes,rf_plus,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6133130454196327,0.6179413002783236
1913,allstate,figs,no_featurizer,0.7,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.5615925916125858,0.5145164105230554
1914,powerplant,ft_transformer,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9357064164039837,0.9390247238082788
1916,insurance,figs,no_featurizer,0.7,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9382219883222768,0.7626519008419391
1917,parkinsons,resnet,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8266165540964575,0.8206351178962508
1919,powerplant,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9822462798022942,0.9627432675883084
1920,airfoil,ft_transformer,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.46170568748358953,0.4166628717508585
1921,insurance,xgboost,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9924187435588987,0.8129203075748553
1922,insurance,rf_plus,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8752318311029161,0.8569849298546656
1925,allstate,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.5058235911955635,0.4774886861613006
1927,allstate,rf_plus,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.5058235911955635,0.4774886861613006
1928,abalone,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6123547351023071,0.5300165159839614
1929,miami_housing,random_forest,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8094291260568247,0.7765100785814513
1930,miami_housing,rf_plus,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8815969095087353,0.8539525854864933
1937,airfoil,rf_plus,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7808093925345443,0.7106230346885904
1940,powerplant,resnet,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9216004963747163,0.9215086952553112
1942,cpu_act,xgboost,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9962639808654785,0.9834569692611694
1943,parkinsons,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6897334803827335,0.6808964439874534
1945,ca_housing,xgboost,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9217593746029684,0.8249770511410662
1947,abalone,rf_plus,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.5775839266594216,0.525124411776533
1949,powerplant,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9328881571131005,0.9338115500920526
1950,cpu_act,resnet,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9598701000213623,0.9566216468811035
1951,abalone,resnet,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.462157666683197,0.4209623336791992
1953,parkinsons,rf_plus,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6009001464926131,0.6019797072672592
1956,abalone,rf_plus,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6123547351023071,0.5300165159839614
1957,allstate,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4435942044799088,0.40950730296076643
1959,powerplant,xgboost,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9822462798022942,0.9627432675883084
1960,abalone,figs,no_featurizer,0.7,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.6506614048235951,0.34317921724307077
1961,parkinsons,resnet,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.823767528721875,0.8183501299098526
1962,mercedes,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6065306384733282,0.6165579268229178
1963,insurance,ft_transformer,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6548466772983241,0.6300962563866664
1964,airfoil,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7886828275770157,0.7112848350218881
1965,airfoil,figs,no_featurizer,0.3,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.895269442466171,0.8409412679529129
1966,allstate,resnet,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.48941359244535065,0.4487415278233523
1969,parkinsons,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6969280453287832,0.6907002349288706
1970,airfoil,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7080848399039603,0.6417466299417267
1971,insurance,rf_plus,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8652096651188181,0.8597207715760915
1973,allstate,ft_transformer,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5060837830304761,0.5101875364180574
1974,airfoil,xgboost,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9743204885282272,0.9021690030709102
1977,allstate,resnet,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.493504516731032,0.45691248855348077
1979,transaction,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.327088690863396,0.16727887447202372
1982,transaction,xgboost,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7720658778396053,0.09543169428591836
1983,parkinsons,resnet,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8097506150155004,0.8009031315200438
1984,powerplant,ft_transformer,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9345936817370691,0.9374027451767233
1986,concrete,xgboost,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9896662611117714,0.9151856957601803
1987,allstate,random_forest,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.40639402698086646,0.37769673826991046
1989,mercedes,rf_plus,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6133130454196327,0.6179413002783236
1992,airfoil,rf_plus,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7808093925345443,0.7106230346885904
1994,miami_housing,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.8965452372519747,0.8477722342966206
1995,abalone,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6022501521477137,0.511863952843931
1999,qsar,resnet,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,-0.11048448085784912,-0.17186880111694336
2000,insurance,xgboost,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9924187435588987,0.8129203075748553
2002,mercedes,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6345701037540329,0.6062197680115702
2006,abalone,resnet,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4687175154685974,0.4297049641609192
2007,airfoil,ft_transformer,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4797087303935369,0.39850552748195334
2010,transaction,random_forest,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.29401459330718793,0.16080341107216312
2011,ca_housing,ft_transformer,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7487599156878292,0.7161796398117048
2013,parkinsons,rf_plus,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6969280453287832,0.6907002349288706
2015,concrete,figs,no_featurizer,0.7,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9508124487695613,0.9132131270303602
2017,airfoil,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9926923192960407,0.9249019377591806
2023,parkinsons,xgboost,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9568136994878034,0.8933838209706018
2024,cpu_act,xgboost,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9962639808654785,0.9834569692611694
2025,concrete,random_forest,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8893175917831393,0.8699705874359787
2026,cpu_act,ft_transformer,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9698066711425781,0.9699093699455261
2029,ca_housing,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6408091126049313,0.591853571795089
2030,powerplant,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9427517911265838,0.9429978699547714
2033,cpu_act,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9602782968895587,0.9597451934575514
2034,cpu_act,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.993998646736145,0.9837870597839355
2035,insurance,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8752318311029161,0.8569849298546656
2036,powerplant,random_forest,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9423476626628206,0.9402810112434892
2037,allstate,rf_plus,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.4622236885627007,0.43817220636311227
2039,powerplant,xgboost,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9822462798022942,0.9627432675883084
2040,concrete,random_forest,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8225770246811328,0.8196241118494089
2041,abalone,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.6712325361094764,0.3260119961373228
2042,concrete,xgboost,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9945443791223896,0.9188891502507383
2043,allstate,resnet,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4951947547184655,0.45662870800668165
2044,parkinsons,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6009001464926131,0.6019797072672592
2045,concrete,figs,no_featurizer,0.3,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.9508124487695613,0.9132131270303602
2046,powerplant,figs,no_featurizer,0.3,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9489297159891148,0.9306029994682877
2048,cpu_act,figs,no_featurizer,0.3,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9822361248482646,0.9765757386485994
2050,concrete,resnet,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6416055783889839,0.6381144352917181
2052,airfoil,figs,no_featurizer,0.7,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.895269442466171,0.8409412679529129
2053,powerplant,ft_transformer,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9331520678858047,0.9377439012955872
2055,airfoil,xgboost,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9743204885282272,0.9021690030709102
2057,parkinsons,ft_transformer,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8148954529928287,0.8075676423022555
2059,ca_housing,resnet,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7389242871637252,0.702808221834549
2060,cpu_act,random_forest,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9602782968895587,0.9597451934575514
2061,transaction,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.2740454766564109,0.16678199164682384
2062,qsar,random_forest,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.47007756256758626,0.2964780591819963
2064,allstate,rf_plus,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.5058235911955635,0.4774886861613006
2065,concrete,xgboost,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9896662611117714,0.9151856957601803
2069,powerplant,random_forest,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9328881571131005,0.9338115500920526
2070,concrete,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9945443791223896,0.9188891502507383
2073,allstate,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.5525898765191923,0.5068417775055192
2074,ca_housing,xgboost,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9217593746029684,0.8249770511410662
2075,mercedes,rf_plus,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6065306384733282,0.6165579268229178
