,Model,Train Acc,Val Acc,Test Acc,Train Time,Total Num Features,Avg Num Selected Features
0,0.6194338971349672,,0.9070058381984988,0.8981636060100167,14257.567565441132,6329,32.72
1,0.6182257507766655,,0.9015846538782318,0.8981636060100167,1098.4027910232544,6329,26.53
2,0.6194338971349672,,0.9070058381984988,0.8981636060100167,21170.87403011322,6329,34.03
3,ResNet18 CUB,1.0,1.0,1.0,-1.0,-1,-1.0
