,Model,Train R2,Val R2,Test R2,Train Time,Total Num Features,Num Selected Features
0,"(bit, orig, train)",0.706,0.649,0.631,99.67338681221008,2325,780
1,"(bit, bit, train)",0.702,0.658,0.641,34.387042760849,2325,520
2,"(bit, orig, val)",0.63,0.628,0.573,9.667004346847534,2325,264
3,"(bit, bit, val)",0.692,0.665,0.637,9.064375638961792,2325,494
4,"(bit, orig, train+val)",0.701,0.664,0.631,87.49799799919128,2325,757
5,"(bit, bit, train+val)",0.701,0.661,0.642,37.822781801223755,2325,505
6,FTTransformer,0.909,0.808,0.811,-1.0,-1,-1
7,FTTransformer bit,0.746,0.691,0.669,-1.0,-1,-1
